img,IQR,rank
/data/datasets/Preprocessing/ABIDE_T1/ABIDE_T1_pred/50439/mri/mwp1T1W.nii,89.86%,B+
/data/datasets/Preprocessing/ABIDE_T1/ABIDE_T1_pred/50440/mri/mwp1T1W.nii,89.93%,B+
/data/datasets/Preprocessing/ABIDE_T1/ABIDE_T1_pred/50441/mri/mwp1T1W.nii,89.70%,B+
/data/datasets/Preprocessing/ABIDE_T1/ABIDE_T1_pred/50442/mri/mwp1T1W.nii,89.65%,B+
/data/datasets/Preprocessing/ABIDE_T1/ABIDE_T1_pred/50443/mri/mwp1T1W.nii,90.00%,B+
/data/datasets/Preprocessing/ABIDE_T1/ABIDE_T1_pred/50444/mri/mwp1T1W.nii,89.98%,B+
/data/datasets/Preprocessing/ABIDE_T1/ABIDE_T1_pred/50445/mri/mwp1T1W.nii,89.79%,B+
/data/datasets/Preprocessing/ABIDE_T1/ABIDE_T1_pred/50446/mri/mwp1T1W.nii,90.16%,A-
/data/datasets/Preprocessing/ABIDE_T1/ABIDE_T1_pred/50447/mri/mwp1T1W.nii,89.60%,B+
/data/datasets/Preprocessing/ABIDE_T1/ABIDE_T1_pred/50448/mri/mwp1T1W.nii,89.75%,B+
/data/datasets/Preprocessing/ABIDE_T1/ABIDE_T1_pred/50449/mri/mwp1T1W.nii,89.96%,B+
/data/datasets/Preprocessing/ABIDE_T1/ABIDE_T1_pred/50450/mri/mwp1T1W.nii,89.37%,B+
/data/datasets/Preprocessing/ABIDE_T1/ABIDE_T1_pred/50451/mri/mwp1T1W.nii,89.64%,B+
/data/datasets/Preprocessing/ABIDE_T1/ABIDE_T1_pred/50452/mri/mwp1T1W.nii,89.80%,B+
/data/datasets/Preprocessing/ABIDE_T1/ABIDE_T1_pred/50453/mri/mwp1T1W.nii,88.77%,B+
/data/datasets/Preprocessing/ABIDE_T1/ABIDE_T1_pred/50454/mri/mwp1T1W.nii,89.58%,B+
/data/datasets/Preprocessing/ABIDE_T1/ABIDE_T1_pred/50455/mri/mwp1T1W.nii,88.31%,B+
/data/datasets/Preprocessing/ABIDE_T1/ABIDE_T1_pred/50456/mri/mwp1T1W.nii,89.14%,B+
/data/datasets/Preprocessing/ABIDE_T1/ABIDE_T1_pred/50457/mri/mwp1T1W.nii,89.65%,B+
/data/datasets/Preprocessing/ABIDE_T1/ABIDE_T1_pred/50458/mri/mwp1T1W.nii,89.99%,B+
/data/datasets/Preprocessing/ABIDE_T1/ABIDE_T1_pred/50459/mri/mwp1T1W.nii,89.88%,B+
/data/datasets/Preprocessing/ABIDE_T1/ABIDE_T1_pred/50460/mri/mwp1T1W.nii,89.45%,B+
/data/datasets/Preprocessing/ABIDE_T1/ABIDE_T1_pred/50461/mri/mwp1T1W.nii,90.06%,A-
/data/datasets/Preprocessing/ABIDE_T1/ABIDE_T1_pred/50462/mri/mwp1T1W.nii,90.14%,A-
/data/datasets/Preprocessing/ABIDE_T1/ABIDE_T1_pred/50463/mri/mwp1T1W.nii,89.20%,B+
/data/datasets/Preprocessing/ABIDE_T1/ABIDE_T1_pred/50464/mri/mwp1T1W.nii,89.34%,B+
/data/datasets/Preprocessing/ABIDE_T1/ABIDE_T1_pred/50465/mri/mwp1T1W.nii,90.11%,A-
/data/datasets/Preprocessing/ABIDE_T1/ABIDE_T1_pred/50466/mri/mwp1T1W.nii,89.95%,B+
/data/datasets/Preprocessing/ABIDE_T1/ABIDE_T1_pred/50467/mri/mwp1T1W.nii,88.98%,B+
/data/datasets/Preprocessing/ABIDE_T1/ABIDE_T1_pred/50468/mri/mwp1T1W.nii,89.85%,B+
/data/datasets/Preprocessing/ABIDE_T1/ABIDE_T1_pred/50469/mri/mwp1T1W.nii,89.83%,B+
/data/datasets/Preprocessing/ABIDE_T1/ABIDE_T1_pred/50470/mri/mwp1T1W.nii,89.68%,B+
/data/datasets/Preprocessing/ABIDE_T1/ABIDE_T1_pred/50471/mri/mwp1T1W.nii,89.33%,B+
/data/datasets/Preprocessing/ABIDE_T1/ABIDE_T1_pred/50472/mri/mwp1T1W.nii,89.74%,B+
/data/datasets/Preprocessing/ABIDE_T1/ABIDE_T1_pred/50473/mri/mwp1T1W.nii,90.09%,A-
/data/datasets/Preprocessing/ABIDE_T1/ABIDE_T1_pred/50474/mri/mwp1T1W.nii,89.53%,B+
/data/datasets/Preprocessing/ABIDE_T1/ABIDE_T1_pred/50475/mri/mwp1T1W.nii,90.09%,A-
/data/datasets/Preprocessing/ABIDE_T1/ABIDE_T1_pred/50476/mri/mwp1T1W.nii,89.91%,B+
/data/datasets/Preprocessing/ABIDE_T1/ABIDE_T1_pred/50477/mri/mwp1T1W.nii,90.04%,A-
/data/datasets/Preprocessing/ABIDE_T1/ABIDE_T1_pred/50478/mri/mwp1T1W.nii,89.34%,B+
/data/datasets/Preprocessing/ABIDE_T1/ABIDE_T1_pred/50479/mri/mwp1T1W.nii,89.98%,B+
/data/datasets/Preprocessing/ABIDE_T1/ABIDE_T1_pred/50480/mri/mwp1T1W.nii,89.64%,B+
/data/datasets/Preprocessing/ABIDE_T1/ABIDE_T1_pred/50481/mri/mwp1T1W.nii,88.74%,B+
/data/datasets/Preprocessing/ABIDE_T1/ABIDE_T1_pred/50482/mri/mwp1T1W.nii,90.13%,A-
/data/datasets/Preprocessing/ABIDE_T1/ABIDE_T1_pred/50483/mri/mwp1T1W.nii,89.94%,B+
/data/datasets/Preprocessing/ABIDE_T1/ABIDE_T1_pred/50484/mri/mwp1T1W.nii,89.88%,B+
/data/datasets/Preprocessing/ABIDE_T1/ABIDE_T1_pred/50485/mri/mwp1T1W.nii,90.12%,A-
/data/datasets/Preprocessing/ABIDE_T1/ABIDE_T1_pred/50486/mri/mwp1T1W.nii,89.73%,B+
/data/datasets/Preprocessing/ABIDE_T1/ABIDE_T1_pred/50487/mri/mwp1T1W.nii,83.79%,B
/data/datasets/Preprocessing/ABIDE_T1/ABIDE_T1_pred/50488/mri/mwp1T1W.nii,89.63%,B+
/data/datasets/Preprocessing/ABIDE_T1/ABIDE_T1_pred/50489/mri/mwp1T1W.nii,88.93%,B+
/data/datasets/Preprocessing/ABIDE_T1/ABIDE_T1_pred/50490/mri/mwp1T1W.nii,87.40%,B+
/data/datasets/Preprocessing/ABIDE_T1/ABIDE_T1_pred/50491/mri/mwp1T1W.nii,89.87%,B+
/data/datasets/Preprocessing/ABIDE_T1/ABIDE_T1_pred/50492/mri/mwp1T1W.nii,89.61%,B+
/data/datasets/Preprocessing/ABIDE_T1/ABIDE_T1_pred/50493/mri/mwp1T1W.nii,89.56%,B+
/data/datasets/Preprocessing/ABIDE_T1/ABIDE_T1_pred/50494/mri/mwp1T1W.nii,90.15%,A-
/data/datasets/Preprocessing/ABIDE_T1/ABIDE_T1_pred/50495/mri/mwp1T1W.nii,89.83%,B+
/data/datasets/Preprocessing/ABIDE_T1/ABIDE_T1_pred/50496/mri/mwp1T1W.nii,88.94%,B+
/data/datasets/Preprocessing/ABIDE_T1/ABIDE_T1_pred/50497/mri/mwp1T1W.nii,89.61%,B+
/data/datasets/Preprocessing/ABIDE_T1/ABIDE_T1_pred/50498/mri/mwp1T1W.nii,89.84%,B+
/data/datasets/Preprocessing/ABIDE_T1/ABIDE_T1_pred/50499/mri/mwp1T1W.nii,89.63%,B+
/data/datasets/Preprocessing/ABIDE_T1/ABIDE_T1_pred/50500/mri/mwp1T1W.nii,89.40%,B+
/data/datasets/Preprocessing/ABIDE_T1/ABIDE_T1_pred/50501/mri/mwp1T1W.nii,89.17%,B+
/data/datasets/Preprocessing/ABIDE_T1/ABIDE_T1_pred/50502/mri/mwp1T1W.nii,89.48%,B+
/data/datasets/Preprocessing/ABIDE_T1/ABIDE_T1_pred/50503/mri/mwp1T1W.nii,89.70%,B+
/data/datasets/Preprocessing/ABIDE_T1/ABIDE_T1_pred/50504/mri/mwp1T1W.nii,88.59%,B+
/data/datasets/Preprocessing/ABIDE_T1/ABIDE_T1_pred/50505/mri/mwp1T1W.nii,90.20%,A-
/data/datasets/Preprocessing/ABIDE_T1/ABIDE_T1_pred/50506/mri/mwp1T1W.nii,89.67%,B+
/data/datasets/Preprocessing/ABIDE_T1/ABIDE_T1_pred/50507/mri/mwp1T1W.nii,90.08%,A-
/data/datasets/Preprocessing/ABIDE_T1/ABIDE_T1_pred/50508/mri/mwp1T1W.nii,88.62%,B+
/data/datasets/Preprocessing/ABIDE_T1/ABIDE_T1_pred/50509/mri/mwp1T1W.nii,87.33%,B+
/data/datasets/Preprocessing/ABIDE_T1/ABIDE_T1_pred/50510/mri/mwp1T1W.nii,89.88%,B+
/data/datasets/Preprocessing/ABIDE_T1/ABIDE_T1_pred/50511/mri/mwp1T1W.nii,83.21%,B-
/data/datasets/Preprocessing/ABIDE_T1/ABIDE_T1_pred/50512/mri/mwp1T1W.nii,90.02%,A-
/data/datasets/Preprocessing/ABIDE_T1/ABIDE_T1_pred/50513/mri/mwp1T1W.nii,89.88%,B+
/data/datasets/Preprocessing/ABIDE_T1/ABIDE_T1_pred/50514/mri/mwp1T1W.nii,89.01%,B+
/data/datasets/Preprocessing/ABIDE_T1/ABIDE_T1_pred/50515/mri/mwp1T1W.nii,90.07%,A-
/data/datasets/Preprocessing/ABIDE_T1/ABIDE_T1_pred/50516/mri/mwp1T1W.nii,89.52%,B+
/data/datasets/Preprocessing/ABIDE_T1/ABIDE_T1_pred/50517/mri/mwp1T1W.nii,89.82%,B+
/data/datasets/Preprocessing/ABIDE_T1/ABIDE_T1_pred/50518/mri/mwp1T1W.nii,89.83%,B+
/data/datasets/Preprocessing/ABIDE_T1/ABIDE_T1_pred/50519/mri/mwp1T1W.nii,90.04%,A-
/data/datasets/Preprocessing/ABIDE_T1/ABIDE_T1_pred/50520/mri/mwp1T1W.nii,89.39%,B+
/data/datasets/Preprocessing/ABIDE_T1/ABIDE_T1_pred/50521/mri/mwp1T1W.nii,88.63%,B+
/data/datasets/Preprocessing/ABIDE_T1/ABIDE_T1_pred/50522/mri/mwp1T1W.nii,89.77%,B+
/data/datasets/Preprocessing/ABIDE_T1/ABIDE_T1_pred/50523/mri/mwp1T1W.nii,89.62%,B+
/data/datasets/Preprocessing/ABIDE_T1/ABIDE_T1_pred/50524/mri/mwp1T1W.nii,89.26%,B+
/data/datasets/Preprocessing/ABIDE_T1/ABIDE_T1_pred/50525/mri/mwp1T1W.nii,90.07%,A-
/data/datasets/Preprocessing/ABIDE_T1/ABIDE_T1_pred/50526/mri/mwp1T1W.nii,89.92%,B+
/data/datasets/Preprocessing/ABIDE_T1/ABIDE_T1_pred/50527/mri/mwp1T1W.nii,89.89%,B+
/data/datasets/Preprocessing/ABIDE_T1/ABIDE_T1_pred/50528/mri/mwp1T1W.nii,88.31%,B+
/data/datasets/Preprocessing/ABIDE_T1/ABIDE_T1_pred/50529/mri/mwp1T1W.nii,89.76%,B+
/data/datasets/Preprocessing/ABIDE_T1/ABIDE_T1_pred/50530/mri/mwp1T1W.nii,89.96%,B+
/data/datasets/Preprocessing/ABIDE_T1/ABIDE_T1_pred/50531/mri/mwp1T1W.nii,89.73%,B+
/data/datasets/Preprocessing/ABIDE_T1/ABIDE_T1_pred/50532/mri/mwp1T1W.nii,87.54%,B+
/data/datasets/Preprocessing/ABIDE_T1/ABIDE_T1_pred/50551/mri/mwp1T1W.nii,81.34%,B-
/data/datasets/Preprocessing/ABIDE_T1/ABIDE_T1_pred/50552/mri/mwp1T1W.nii,82.13%,B-
/data/datasets/Preprocessing/ABIDE_T1/ABIDE_T1_pred/50553/mri/mwp1T1W.nii,84.45%,B
/data/datasets/Preprocessing/ABIDE_T1/ABIDE_T1_pred/50554/mri/mwp1T1W.nii,81.81%,B-
/data/datasets/Preprocessing/ABIDE_T1/ABIDE_T1_pred/50555/mri/mwp1T1W.nii,82.03%,B-
/data/datasets/Preprocessing/ABIDE_T1/ABIDE_T1_pred/50556/mri/mwp1T1W.nii,84.19%,B
/data/datasets/Preprocessing/ABIDE_T1/ABIDE_T1_pred/50557/mri/mwp1T1W.nii,84.94%,B
/data/datasets/Preprocessing/ABIDE_T1/ABIDE_T1_pred/50558/mri/mwp1T1W.nii,86.25%,B
/data/datasets/Preprocessing/ABIDE_T1/ABIDE_T1_pred/50559/mri/mwp1T1W.nii,80.66%,B-
/data/datasets/Preprocessing/ABIDE_T1/ABIDE_T1_pred/50560/mri/mwp1T1W.nii,85.68%,B
/data/datasets/Preprocessing/ABIDE_T1/ABIDE_T1_pred/50561/mri/mwp1T1W.nii,84.78%,B
/data/datasets/Preprocessing/ABIDE_T1/ABIDE_T1_pred/50562/mri/mwp1T1W.nii,82.91%,B-
/data/datasets/Preprocessing/ABIDE_T1/ABIDE_T1_pred/50563/mri/mwp1T1W.nii,81.67%,B-
/data/datasets/Preprocessing/ABIDE_T1/ABIDE_T1_pred/50564/mri/mwp1T1W.nii,80.69%,B-
/data/datasets/Preprocessing/ABIDE_T1/ABIDE_T1_pred/50565/mri/mwp1T1W.nii,79.70%,C+
/data/datasets/Preprocessing/ABIDE_T1/ABIDE_T1_pred/50566/mri/mwp1T1W.nii,83.28%,B-
/data/datasets/Preprocessing/ABIDE_T1/ABIDE_T1_pred/50567/mri/mwp1T1W.nii,82.87%,B-
/data/datasets/Preprocessing/ABIDE_T1/ABIDE_T1_pred/50568/mri/mwp1T1W.nii,81.48%,B-
/data/datasets/Preprocessing/ABIDE_T1/ABIDE_T1_pred/50569/mri/mwp1T1W.nii,83.45%,B
/data/datasets/Preprocessing/ABIDE_T1/ABIDE_T1_pred/50570/mri/mwp1T1W.nii,85.86%,B
/data/datasets/Preprocessing/ABIDE_T1/ABIDE_T1_pred/50571/mri/mwp1T1W.nii,84.17%,B
/data/datasets/Preprocessing/ABIDE_T1/ABIDE_T1_pred/50572/mri/mwp1T1W.nii,84.47%,B
/data/datasets/Preprocessing/ABIDE_T1/ABIDE_T1_pred/50573/mri/mwp1T1W.nii,81.82%,B-
/data/datasets/Preprocessing/ABIDE_T1/ABIDE_T1_pred/50574/mri/mwp1T1W.nii,82.33%,B-
/data/datasets/Preprocessing/ABIDE_T1/ABIDE_T1_pred/50575/mri/mwp1T1W.nii,82.65%,B-
/data/datasets/Preprocessing/ABIDE_T1/ABIDE_T1_pred/50576/mri/mwp1T1W.nii,81.79%,B-
/data/datasets/Preprocessing/ABIDE_T1/ABIDE_T1_pred/50577/mri/mwp1T1W.nii,80.58%,B-
/data/datasets/Preprocessing/ABIDE_T1/ABIDE_T1_pred/50578/mri/mwp1T1W.nii,81.49%,B-
/data/datasets/Preprocessing/ABIDE_T1/ABIDE_T1_pred/50601/mri/mwp1T1W.nii,84.46%,B
/data/datasets/Preprocessing/ABIDE_T1/ABIDE_T1_pred/50602/mri/mwp1T1W.nii,85.05%,B
/data/datasets/Preprocessing/ABIDE_T1/ABIDE_T1_pred/50603/mri/mwp1T1W.nii,86.36%,B
/data/datasets/Preprocessing/ABIDE_T1/ABIDE_T1_pred/50604/mri/mwp1T1W.nii,83.12%,B-
/data/datasets/Preprocessing/ABIDE_T1/ABIDE_T1_pred/50605/mri/mwp1T1W.nii,83.09%,B-
/data/datasets/Preprocessing/ABIDE_T1/ABIDE_T1_pred/50606/mri/mwp1T1W.nii,82.35%,B-
/data/datasets/Preprocessing/ABIDE_T1/ABIDE_T1_pred/50607/mri/mwp1T1W.nii,85.26%,B
/data/datasets/Preprocessing/ABIDE_T1/ABIDE_T1_pred/50608/mri/mwp1T1W.nii,83.54%,B
/data/datasets/Preprocessing/ABIDE_T1/ABIDE_T1_pred/50609/mri/mwp1T1W.nii,85.60%,B
/data/datasets/Preprocessing/ABIDE_T1/ABIDE_T1_pred/50610/mri/mwp1T1W.nii,83.87%,B
/data/datasets/Preprocessing/ABIDE_T1/ABIDE_T1_pred/50611/mri/mwp1T1W.nii,85.67%,B
/data/datasets/Preprocessing/ABIDE_T1/ABIDE_T1_pred/50612/mri/mwp1T1W.nii,79.07%,C+
/data/datasets/Preprocessing/ABIDE_T1/ABIDE_T1_pred/50613/mri/mwp1T1W.nii,80.95%,B-
/data/datasets/Preprocessing/ABIDE_T1/ABIDE_T1_pred/50614/mri/mwp1T1W.nii,81.23%,B-
/data/datasets/Preprocessing/ABIDE_T1/ABIDE_T1_pred/50615/mri/mwp1T1W.nii,81.60%,B-
/data/datasets/Preprocessing/ABIDE_T1/ABIDE_T1_pred/50616/mri/mwp1T1W.nii,81.30%,B-
/data/datasets/Preprocessing/ABIDE_T1/ABIDE_T1_pred/50617/mri/mwp1T1W.nii,74.99%,C
/data/datasets/Preprocessing/ABIDE_T1/ABIDE_T1_pred/50618/mri/mwp1T1W.nii,70.03%,C-
/data/datasets/Preprocessing/ABIDE_T1/ABIDE_T1_pred/50619/mri/mwp1T1W.nii,82.41%,B-
/data/datasets/Preprocessing/ABIDE_T1/ABIDE_T1_pred/50620/mri/mwp1T1W.nii,82.76%,B-
/data/datasets/Preprocessing/ABIDE_T1/ABIDE_T1_pred/50621/mri/mwp1T1W.nii,80.40%,B-
/data/datasets/Preprocessing/ABIDE_T1/ABIDE_T1_pred/50622/mri/mwp1T1W.nii,83.08%,B-
/data/datasets/Preprocessing/ABIDE_T1/ABIDE_T1_pred/50623/mri/mwp1T1W.nii,82.10%,B-
/data/datasets/Preprocessing/ABIDE_T1/ABIDE_T1_pred/50624/mri/mwp1T1W.nii,78.96%,C+
/data/datasets/Preprocessing/ABIDE_T1/ABIDE_T1_pred/50625/mri/mwp1T1W.nii,82.90%,B-
/data/datasets/Preprocessing/ABIDE_T1/ABIDE_T1_pred/50626/mri/mwp1T1W.nii,81.69%,B-
/data/datasets/Preprocessing/ABIDE_T1/ABIDE_T1_pred/50627/mri/mwp1T1W.nii,81.28%,B-
/data/datasets/Preprocessing/ABIDE_T1/ABIDE_T1_pred/50628/mri/mwp1T1W.nii,81.81%,B-
/data/datasets/Preprocessing/ABIDE_T1/ABIDE_T1_pred/50642/mri/mwp1T1W.nii,82.08%,B-
/data/datasets/Preprocessing/ABIDE_T1/ABIDE_T1_pred/50643/mri/mwp1T1W.nii,85.42%,B
/data/datasets/Preprocessing/ABIDE_T1/ABIDE_T1_pred/50644/mri/mwp1T1W.nii,84.25%,B
/data/datasets/Preprocessing/ABIDE_T1/ABIDE_T1_pred/50645/mri/mwp1T1W.nii,84.87%,B
/data/datasets/Preprocessing/ABIDE_T1/ABIDE_T1_pred/50646/mri/mwp1T1W.nii,83.68%,B
/data/datasets/Preprocessing/ABIDE_T1/ABIDE_T1_pred/50647/mri/mwp1T1W.nii,84.95%,B
/data/datasets/Preprocessing/ABIDE_T1/ABIDE_T1_pred/50648/mri/mwp1T1W.nii,83.69%,B
/data/datasets/Preprocessing/ABIDE_T1/ABIDE_T1_pred/50649/mri/mwp1T1W.nii,84.95%,B
/data/datasets/Preprocessing/ABIDE_T1/ABIDE_T1_pred/50650/mri/mwp1T1W.nii,83.09%,B-
/data/datasets/Preprocessing/ABIDE_T1/ABIDE_T1_pred/50651/mri/mwp1T1W.nii,84.51%,B
/data/datasets/Preprocessing/ABIDE_T1/ABIDE_T1_pred/50652/mri/mwp1T1W.nii,84.58%,B
/data/datasets/Preprocessing/ABIDE_T1/ABIDE_T1_pred/50653/mri/mwp1T1W.nii,85.85%,B
/data/datasets/Preprocessing/ABIDE_T1/ABIDE_T1_pred/50654/mri/mwp1T1W.nii,85.11%,B
/data/datasets/Preprocessing/ABIDE_T1/ABIDE_T1_pred/50655/mri/mwp1T1W.nii,82.48%,B-
/data/datasets/Preprocessing/ABIDE_T1/ABIDE_T1_pred/50656/mri/mwp1T1W.nii,85.21%,B
/data/datasets/Preprocessing/ABIDE_T1/ABIDE_T1_pred/50657/mri/mwp1T1W.nii,85.49%,B
/data/datasets/Preprocessing/ABIDE_T1/ABIDE_T1_pred/50658/mri/mwp1T1W.nii,85.21%,B
/data/datasets/Preprocessing/ABIDE_T1/ABIDE_T1_pred/50659/mri/mwp1T1W.nii,83.77%,B
/data/datasets/Preprocessing/ABIDE_T1/ABIDE_T1_pred/50660/mri/mwp1T1W.nii,85.05%,B
/data/datasets/Preprocessing/ABIDE_T1/ABIDE_T1_pred/50661/mri/mwp1T1W.nii,84.95%,B
/data/datasets/Preprocessing/ABIDE_T1/ABIDE_T1_pred/50663/mri/mwp1T1W.nii,84.74%,B
/data/datasets/Preprocessing/ABIDE_T1/ABIDE_T1_pred/50664/mri/mwp1T1W.nii,85.11%,B
/data/datasets/Preprocessing/ABIDE_T1/ABIDE_T1_pred/50665/mri/mwp1T1W.nii,84.60%,B
/data/datasets/Preprocessing/ABIDE_T1/ABIDE_T1_pred/50666/mri/mwp1T1W.nii,84.79%,B
/data/datasets/Preprocessing/ABIDE_T1/ABIDE_T1_pred/50667/mri/mwp1T1W.nii,83.41%,B
/data/datasets/Preprocessing/ABIDE_T1/ABIDE_T1_pred/50668/mri/mwp1T1W.nii,85.51%,B
/data/datasets/Preprocessing/ABIDE_T1/ABIDE_T1_pred/50669/mri/mwp1T1W.nii,85.30%,B
/data/datasets/Preprocessing/ABIDE_T1/ABIDE_T1_pred/50682/mri/mwp1T1W.nii,74.42%,C
/data/datasets/Preprocessing/ABIDE_T1/ABIDE_T1_pred/50683/mri/mwp1T1W.nii,83.86%,B
/data/datasets/Preprocessing/ABIDE_T1/ABIDE_T1_pred/50685/mri/mwp1T1W.nii,82.90%,B-
/data/datasets/Preprocessing/ABIDE_T1/ABIDE_T1_pred/50686/mri/mwp1T1W.nii,84.64%,B
/data/datasets/Preprocessing/ABIDE_T1/ABIDE_T1_pred/50687/mri/mwp1T1W.nii,85.17%,B
/data/datasets/Preprocessing/ABIDE_T1/ABIDE_T1_pred/50688/mri/mwp1T1W.nii,83.31%,B-
/data/datasets/Preprocessing/ABIDE_T1/ABIDE_T1_pred/50689/mri/mwp1T1W.nii,84.66%,B
/data/datasets/Preprocessing/ABIDE_T1/ABIDE_T1_pred/50690/mri/mwp1T1W.nii,84.45%,B
/data/datasets/Preprocessing/ABIDE_T1/ABIDE_T1_pred/50691/mri/mwp1T1W.nii,84.56%,B
/data/datasets/Preprocessing/ABIDE_T1/ABIDE_T1_pred/50692/mri/mwp1T1W.nii,80.79%,B-
/data/datasets/Preprocessing/ABIDE_T1/ABIDE_T1_pred/50693/mri/mwp1T1W.nii,84.16%,B
/data/datasets/Preprocessing/ABIDE_T1/ABIDE_T1_pred/50694/mri/mwp1T1W.nii,85.54%,B
/data/datasets/Preprocessing/ABIDE_T1/ABIDE_T1_pred/50695/mri/mwp1T1W.nii,84.14%,B
/data/datasets/Preprocessing/ABIDE_T1/ABIDE_T1_pred/50696/mri/mwp1T1W.nii,85.57%,B
/data/datasets/Preprocessing/ABIDE_T1/ABIDE_T1_pred/50697/mri/mwp1T1W.nii,84.43%,B
/data/datasets/Preprocessing/ABIDE_T1/ABIDE_T1_pred/50698/mri/mwp1T1W.nii,85.59%,B
/data/datasets/Preprocessing/ABIDE_T1/ABIDE_T1_pred/50699/mri/mwp1T1W.nii,85.44%,B
/data/datasets/Preprocessing/ABIDE_T1/ABIDE_T1_pred/50700/mri/mwp1T1W.nii,85.18%,B
/data/datasets/Preprocessing/ABIDE_T1/ABIDE_T1_pred/50701/mri/mwp1T1W.nii,78.26%,C+
/data/datasets/Preprocessing/ABIDE_T1/ABIDE_T1_pred/50702/mri/mwp1T1W.nii,85.24%,B
/data/datasets/Preprocessing/ABIDE_T1/ABIDE_T1_pred/50703/mri/mwp1T1W.nii,84.00%,B
/data/datasets/Preprocessing/ABIDE_T1/ABIDE_T1_pred/50704/mri/mwp1T1W.nii,85.01%,B
/data/datasets/Preprocessing/ABIDE_T1/ABIDE_T1_pred/50705/mri/mwp1T1W.nii,85.42%,B
/data/datasets/Preprocessing/ABIDE_T1/ABIDE_T1_pred/50706/mri/mwp1T1W.nii,83.47%,B
/data/datasets/Preprocessing/ABIDE_T1/ABIDE_T1_pred/50707/mri/mwp1T1W.nii,82.79%,B-
/data/datasets/Preprocessing/ABIDE_T1/ABIDE_T1_pred/50708/mri/mwp1T1W.nii,82.61%,B-
/data/datasets/Preprocessing/ABIDE_T1/ABIDE_T1_pred/50709/mri/mwp1T1W.nii,85.50%,B
/data/datasets/Preprocessing/ABIDE_T1/ABIDE_T1_pred/50710/mri/mwp1T1W.nii,85.01%,B
/data/datasets/Preprocessing/ABIDE_T1/ABIDE_T1_pred/50711/mri/mwp1T1W.nii,85.60%,B
/data/datasets/Preprocessing/ABIDE_T1/ABIDE_T1_pred/50722/mri/mwp1T1W.nii,84.42%,B
/data/datasets/Preprocessing/ABIDE_T1/ABIDE_T1_pred/50723/mri/mwp1T1W.nii,79.49%,C+
/data/datasets/Preprocessing/ABIDE_T1/ABIDE_T1_pred/50724/mri/mwp1T1W.nii,84.08%,B
/data/datasets/Preprocessing/ABIDE_T1/ABIDE_T1_pred/50725/mri/mwp1T1W.nii,85.30%,B
/data/datasets/Preprocessing/ABIDE_T1/ABIDE_T1_pred/50726/mri/mwp1T1W.nii,83.89%,B
/data/datasets/Preprocessing/ABIDE_T1/ABIDE_T1_pred/50727/mri/mwp1T1W.nii,84.76%,B
/data/datasets/Preprocessing/ABIDE_T1/ABIDE_T1_pred/50728/mri/mwp1T1W.nii,84.30%,B
/data/datasets/Preprocessing/ABIDE_T1/ABIDE_T1_pred/50730/mri/mwp1T1W.nii,78.41%,C+
/data/datasets/Preprocessing/ABIDE_T1/ABIDE_T1_pred/50731/mri/mwp1T1W.nii,85.57%,B
/data/datasets/Preprocessing/ABIDE_T1/ABIDE_T1_pred/50732/mri/mwp1T1W.nii,83.20%,B-
/data/datasets/Preprocessing/ABIDE_T1/ABIDE_T1_pred/50733/mri/mwp1T1W.nii,83.24%,B-
/data/datasets/Preprocessing/ABIDE_T1/ABIDE_T1_pred/50734/mri/mwp1T1W.nii,84.93%,B
/data/datasets/Preprocessing/ABIDE_T1/ABIDE_T1_pred/50735/mri/mwp1T1W.nii,80.80%,B-
/data/datasets/Preprocessing/ABIDE_T1/ABIDE_T1_pred/50736/mri/mwp1T1W.nii,75.61%,C
/data/datasets/Preprocessing/ABIDE_T1/ABIDE_T1_pred/50737/mri/mwp1T1W.nii,84.15%,B
/data/datasets/Preprocessing/ABIDE_T1/ABIDE_T1_pred/50738/mri/mwp1T1W.nii,78.10%,C+
/data/datasets/Preprocessing/ABIDE_T1/ABIDE_T1_pred/50739/mri/mwp1T1W.nii,81.19%,B-
/data/datasets/Preprocessing/ABIDE_T1/ABIDE_T1_pred/50740/mri/mwp1T1W.nii,84.25%,B
/data/datasets/Preprocessing/ABIDE_T1/ABIDE_T1_pred/50741/mri/mwp1T1W.nii,83.52%,B
/data/datasets/Preprocessing/ABIDE_T1/ABIDE_T1_pred/50742/mri/mwp1T1W.nii,81.24%,B-
/data/datasets/Preprocessing/ABIDE_T1/ABIDE_T1_pred/50743/mri/mwp1T1W.nii,85.18%,B
/data/datasets/Preprocessing/ABIDE_T1/ABIDE_T1_pred/50744/mri/mwp1T1W.nii,78.21%,C+
/data/datasets/Preprocessing/ABIDE_T1/ABIDE_T1_pred/50745/mri/mwp1T1W.nii,82.83%,B-
/data/datasets/Preprocessing/ABIDE_T1/ABIDE_T1_pred/50746/mri/mwp1T1W.nii,82.09%,B-
/data/datasets/Preprocessing/ABIDE_T1/ABIDE_T1_pred/50747/mri/mwp1T1W.nii,79.90%,C+
/data/datasets/Preprocessing/ABIDE_T1/ABIDE_T1_pred/50748/mri/mwp1T1W.nii,83.40%,B
/data/datasets/Preprocessing/ABIDE_T1/ABIDE_T1_pred/50749/mri/mwp1T1W.nii,80.84%,B-
/data/datasets/Preprocessing/ABIDE_T1/ABIDE_T1_pred/50750/mri/mwp1T1W.nii,82.29%,B-
