img,IQR,rank
/data/datasets/AIBL/AIBL_pre/1559/mri/mwp1bl.nii,84.02%,B
/data/datasets/AIBL/AIBL_pre/156/mri/mwp1bl.nii,83.90%,B
/data/datasets/AIBL/AIBL_pre/156/mri/mwp1m18.nii,83.21%,B-
/data/datasets/AIBL/AIBL_pre/156/mri/mwp1m36.nii,82.98%,B-
/data/datasets/AIBL/AIBL_pre/1561/mri/mwp1bl.nii,84.82%,B
/data/datasets/AIBL/AIBL_pre/1563/mri/mwp1bl.nii,83.52%,B
/data/datasets/AIBL/AIBL_pre/1564/mri/mwp1bl.nii,81.86%,B-
/data/datasets/AIBL/AIBL_pre/1565/mri/mwp1bl.nii,81.73%,B-
/data/datasets/AIBL/AIBL_pre/1566/mri/mwp1bl.nii,84.90%,B
/data/datasets/AIBL/AIBL_pre/1567/mri/mwp1bl.nii,84.30%,B
/data/datasets/AIBL/AIBL_pre/1568/mri/mwp1bl.nii,83.78%,B
/data/datasets/AIBL/AIBL_pre/1569/mri/mwp1bl.nii,83.95%,B
/data/datasets/AIBL/AIBL_pre/1574/mri/mwp1bl.nii,84.68%,B
/data/datasets/AIBL/AIBL_pre/1575/mri/mwp1bl.nii,85.00%,B
/data/datasets/AIBL/AIBL_pre/1577/mri/mwp1bl.nii,84.79%,B
/data/datasets/AIBL/AIBL_pre/1578/mri/mwp1bl.nii,82.87%,B-
/data/datasets/AIBL/AIBL_pre/1579/mri/mwp1bl.nii,83.46%,B
/data/datasets/AIBL/AIBL_pre/158/mri/mwp1bl.nii,83.27%,B-
/data/datasets/AIBL/AIBL_pre/1583/mri/mwp1bl.nii,85.22%,B
/data/datasets/AIBL/AIBL_pre/1585/mri/mwp1bl.nii,84.68%,B
/data/datasets/AIBL/AIBL_pre/1586/mri/mwp1bl.nii,84.37%,B
/data/datasets/AIBL/AIBL_pre/1587/mri/mwp1bl.nii,85.01%,B
/data/datasets/AIBL/AIBL_pre/1588/mri/mwp1bl.nii,83.14%,B-
/data/datasets/AIBL/AIBL_pre/1589/mri/mwp1bl.nii,76.39%,C
/data/datasets/AIBL/AIBL_pre/1590/mri/mwp1bl.nii,72.67%,C-
/data/datasets/AIBL/AIBL_pre/1591/mri/mwp1bl.nii,84.28%,B
/data/datasets/AIBL/AIBL_pre/1595/mri/mwp1bl.nii,85.03%,B
/data/datasets/AIBL/AIBL_pre/1596/mri/mwp1bl.nii,83.92%,B
/data/datasets/AIBL/AIBL_pre/1597/mri/mwp1bl.nii,83.70%,B
/data/datasets/AIBL/AIBL_pre/1598/mri/mwp1bl.nii,84.98%,B
/data/datasets/AIBL/AIBL_pre/16/mri/mwp1bl.nii,83.56%,B
/data/datasets/AIBL/AIBL_pre/16/mri/mwp1m18.nii,83.78%,B
/data/datasets/AIBL/AIBL_pre/1603/mri/mwp1bl.nii,81.15%,B-
/data/datasets/AIBL/AIBL_pre/1606/mri/mwp1bl.nii,85.15%,B
/data/datasets/AIBL/AIBL_pre/1607/mri/mwp1bl.nii,84.23%,B
/data/datasets/AIBL/AIBL_pre/1609/mri/mwp1bl.nii,84.56%,B
/data/datasets/AIBL/AIBL_pre/161/mri/mwp1bl.nii,84.33%,B
/data/datasets/AIBL/AIBL_pre/1610/mri/mwp1bl.nii,82.14%,B-
/data/datasets/AIBL/AIBL_pre/1611/mri/mwp1bl.nii,84.52%,B
/data/datasets/AIBL/AIBL_pre/1615/mri/mwp1bl.nii,83.45%,B
/data/datasets/AIBL/AIBL_pre/1616/mri/mwp1bl.nii,84.41%,B
/data/datasets/AIBL/AIBL_pre/1627/mri/mwp1bl.nii,81.91%,B-
/data/datasets/AIBL/AIBL_pre/1629/mri/mwp1bl.nii,83.20%,B-
/data/datasets/AIBL/AIBL_pre/1630/mri/mwp1bl.nii,84.35%,B
/data/datasets/AIBL/AIBL_pre/1636/mri/mwp1bl.nii,84.71%,B
/data/datasets/AIBL/AIBL_pre/1637/mri/mwp1bl.nii,85.14%,B
/data/datasets/AIBL/AIBL_pre/167/mri/mwp1bl.nii,84.03%,B
/data/datasets/AIBL/AIBL_pre/167/mri/mwp1m18.nii,84.69%,B
/data/datasets/AIBL/AIBL_pre/168/mri/mwp1bl.nii,84.45%,B
/data/datasets/AIBL/AIBL_pre/168/mri/mwp1m18.nii,84.79%,B
/data/datasets/AIBL/AIBL_pre/169/mri/mwp1bl.nii,84.58%,B
/data/datasets/AIBL/AIBL_pre/17/mri/mwp1bl.nii,83.85%,B
/data/datasets/AIBL/AIBL_pre/17/mri/mwp1m18.nii,84.72%,B
/data/datasets/AIBL/AIBL_pre/17/mri/mwp1m36.nii,83.66%,B
/data/datasets/AIBL/AIBL_pre/179/mri/mwp1bl.nii,84.14%,B
/data/datasets/AIBL/AIBL_pre/18/mri/mwp1bl.nii,84.90%,B
/data/datasets/AIBL/AIBL_pre/18/mri/mwp1m18.nii,85.08%,B
/data/datasets/AIBL/AIBL_pre/18/mri/mwp1m36.nii,84.92%,B
/data/datasets/AIBL/AIBL_pre/18/mri/mwp1m54.nii,84.98%,B
/data/datasets/AIBL/AIBL_pre/181/mri/mwp1m36.nii,84.76%,B
/data/datasets/AIBL/AIBL_pre/182/mri/mwp1m36.nii,83.10%,B-
/data/datasets/AIBL/AIBL_pre/183/mri/mwp1bl.nii,84.57%,B
/data/datasets/AIBL/AIBL_pre/185/mri/mwp1bl.nii,84.44%,B
/data/datasets/AIBL/AIBL_pre/186/mri/mwp1m54.nii,84.97%,B
/data/datasets/AIBL/AIBL_pre/19/mri/mwp1bl.nii,82.18%,B-
/data/datasets/AIBL/AIBL_pre/19/mri/mwp1m18.nii,80.13%,B-
/data/datasets/AIBL/AIBL_pre/190/mri/mwp1bl.nii,85.02%,B
/data/datasets/AIBL/AIBL_pre/191/mri/mwp1bl.nii,84.64%,B
/data/datasets/AIBL/AIBL_pre/194/mri/mwp1m54.nii,82.37%,B-
/data/datasets/AIBL/AIBL_pre/197/mri/mwp1bl.nii,84.45%,B
/data/datasets/AIBL/AIBL_pre/198/mri/mwp1bl.nii,84.71%,B
/data/datasets/AIBL/AIBL_pre/2/mri/mwp1bl.nii,81.57%,B-
/data/datasets/AIBL/AIBL_pre/20/mri/mwp1bl.nii,84.35%,B
/data/datasets/AIBL/AIBL_pre/20/mri/mwp1m18.nii,84.19%,B
/data/datasets/AIBL/AIBL_pre/20/mri/mwp1m36.nii,84.06%,B
/data/datasets/AIBL/AIBL_pre/20/mri/mwp1m54.nii,83.89%,B
/data/datasets/AIBL/AIBL_pre/20/mri/mwp1m54.nii,83.50%,B
/data/datasets/AIBL/AIBL_pre/200/mri/mwp1m54.nii,80.67%,B-
/data/datasets/AIBL/AIBL_pre/206/mri/mwp1m54.nii,84.12%,B
/data/datasets/AIBL/AIBL_pre/21/mri/mwp1bl.nii,84.01%,B
/data/datasets/AIBL/AIBL_pre/21/mri/mwp1m18.nii,84.01%,B
/data/datasets/AIBL/AIBL_pre/21/mri/mwp1m36.nii,84.51%,B
/data/datasets/AIBL/AIBL_pre/21/mri/mwp1m54.nii,84.55%,B
/data/datasets/AIBL/AIBL_pre/21/mri/mwp1m54.nii,84.46%,B
/data/datasets/AIBL/AIBL_pre/212/mri/mwp1m54.nii,84.97%,B
/data/datasets/AIBL/AIBL_pre/214/mri/mwp1bl.nii,84.58%,B
/data/datasets/AIBL/AIBL_pre/22/mri/mwp1bl.nii,77.59%,C+
/data/datasets/AIBL/AIBL_pre/22/mri/mwp1m18.nii,83.84%,B
/data/datasets/AIBL/AIBL_pre/22/mri/mwp1m36.nii,81.72%,B-
/data/datasets/AIBL/AIBL_pre/22/mri/mwp1m54.nii,76.52%,C
/data/datasets/AIBL/AIBL_pre/220/mri/mwp1bl.nii,84.83%,B
/data/datasets/AIBL/AIBL_pre/228/mri/mwp1bl.nii,82.98%,B-
/data/datasets/AIBL/AIBL_pre/229/mri/mwp1m54.nii,84.73%,B
/data/datasets/AIBL/AIBL_pre/23/mri/mwp1bl.nii,83.73%,B
/data/datasets/AIBL/AIBL_pre/23/mri/mwp1m18.nii,84.54%,B
/data/datasets/AIBL/AIBL_pre/23/mri/mwp1m36.nii,84.36%,B
/data/datasets/AIBL/AIBL_pre/234/mri/mwp1bl.nii,84.67%,B
/data/datasets/AIBL/AIBL_pre/236/mri/mwp1m54.nii,83.00%,B-
/data/datasets/AIBL/AIBL_pre/24/mri/mwp1bl.nii,84.51%,B
/data/datasets/AIBL/AIBL_pre/241/mri/mwp1bl.nii,85.14%,B
/data/datasets/AIBL/AIBL_pre/242/mri/mwp1bl.nii,84.90%,B
/data/datasets/AIBL/AIBL_pre/244/mri/mwp1m54.nii,84.18%,B
/data/datasets/AIBL/AIBL_pre/249/mri/mwp1bl.nii,83.53%,B
/data/datasets/AIBL/AIBL_pre/25/mri/mwp1bl.nii,83.76%,B
/data/datasets/AIBL/AIBL_pre/25/mri/mwp1m18.nii,83.37%,B
/data/datasets/AIBL/AIBL_pre/250/mri/mwp1bl.nii,85.11%,B
/data/datasets/AIBL/AIBL_pre/254/mri/mwp1m18.nii,85.11%,B
/data/datasets/AIBL/AIBL_pre/26/mri/mwp1bl.nii,84.93%,B
/data/datasets/AIBL/AIBL_pre/26/mri/mwp1m18.nii,84.32%,B
/data/datasets/AIBL/AIBL_pre/26/mri/mwp1m54.nii,84.61%,B
/data/datasets/AIBL/AIBL_pre/26/mri/mwp1m54.nii,84.86%,B
/data/datasets/AIBL/AIBL_pre/269/mri/mwp1bl.nii,85.07%,B
/data/datasets/AIBL/AIBL_pre/27/mri/mwp1bl.nii,81.56%,B-
/data/datasets/AIBL/AIBL_pre/27/mri/mwp1m18.nii,81.77%,B-
/data/datasets/AIBL/AIBL_pre/27/mri/mwp1m36.nii,76.81%,C+
/data/datasets/AIBL/AIBL_pre/27/mri/mwp1m54.nii,84.21%,B
/data/datasets/AIBL/AIBL_pre/27/mri/mwp1m54.nii,84.68%,B
/data/datasets/AIBL/AIBL_pre/273/mri/mwp1m54.nii,80.04%,B-
/data/datasets/AIBL/AIBL_pre/275/mri/mwp1m18.nii,84.97%,B
/data/datasets/AIBL/AIBL_pre/276/mri/mwp1m54.nii,83.65%,B
/data/datasets/AIBL/AIBL_pre/28/mri/mwp1bl.nii,83.63%,B
/data/datasets/AIBL/AIBL_pre/28/mri/mwp1m18.nii,83.40%,B
/data/datasets/AIBL/AIBL_pre/28/mri/mwp1m36.nii,80.82%,B-
/data/datasets/AIBL/AIBL_pre/280/mri/mwp1m54.nii,84.42%,B
/data/datasets/AIBL/AIBL_pre/281/mri/mwp1m54.nii,84.64%,B
/data/datasets/AIBL/AIBL_pre/284/mri/mwp1bl.nii,85.12%,B
/data/datasets/AIBL/AIBL_pre/284/mri/mwp1m18.nii,85.01%,B
/data/datasets/AIBL/AIBL_pre/284/mri/mwp1m36.nii,85.02%,B
/data/datasets/AIBL/AIBL_pre/287/mri/mwp1bl.nii,84.94%,B
/data/datasets/AIBL/AIBL_pre/287/mri/mwp1m18.nii,84.98%,B
/data/datasets/AIBL/AIBL_pre/287/mri/mwp1m36.nii,84.90%,B
/data/datasets/AIBL/AIBL_pre/287/mri/mwp1m54.nii,84.59%,B
/data/datasets/AIBL/AIBL_pre/288/mri/mwp1bl.nii,82.97%,B-
/data/datasets/AIBL/AIBL_pre/29/mri/mwp1bl.nii,84.95%,B
/data/datasets/AIBL/AIBL_pre/29/mri/mwp1m18.nii,84.86%,B
/data/datasets/AIBL/AIBL_pre/29/mri/mwp1m36.nii,84.42%,B
/data/datasets/AIBL/AIBL_pre/290/mri/mwp1bl.nii,84.25%,B
/data/datasets/AIBL/AIBL_pre/291/mri/mwp1bl.nii,83.35%,B
/data/datasets/AIBL/AIBL_pre/294/mri/mwp1m54.nii,84.93%,B
/data/datasets/AIBL/AIBL_pre/298/mri/mwp1m18.nii,84.78%,B
/data/datasets/AIBL/AIBL_pre/3/mri/mwp1bl.nii,85.05%,B
/data/datasets/AIBL/AIBL_pre/3/mri/mwp1m18.nii,85.01%,B
/data/datasets/AIBL/AIBL_pre/3/mri/mwp1m36.nii,84.86%,B
/data/datasets/AIBL/AIBL_pre/3/mri/mwp1m54.nii,84.74%,B
/data/datasets/AIBL/AIBL_pre/3/mri/mwp1m54.nii,83.73%,B
/data/datasets/AIBL/AIBL_pre/307/mri/mwp1bl.nii,84.78%,B
/data/datasets/AIBL/AIBL_pre/307/mri/mwp1m18.nii,84.88%,B
/data/datasets/AIBL/AIBL_pre/31/mri/mwp1bl.nii,84.82%,B
/data/datasets/AIBL/AIBL_pre/31/mri/mwp1m18.nii,84.75%,B
/data/datasets/AIBL/AIBL_pre/31/mri/mwp1m36.nii,84.54%,B
/data/datasets/AIBL/AIBL_pre/31/mri/mwp1m54.nii,84.50%,B
/data/datasets/AIBL/AIBL_pre/31/mri/mwp1m54.nii,84.41%,B
/data/datasets/AIBL/AIBL_pre/311/mri/mwp1bl.nii,80.80%,B-
/data/datasets/AIBL/AIBL_pre/313/mri/mwp1bl.nii,84.84%,B
/data/datasets/AIBL/AIBL_pre/314/mri/mwp1bl.nii,85.09%,B
/data/datasets/AIBL/AIBL_pre/314/mri/mwp1m18.nii,84.99%,B
/data/datasets/AIBL/AIBL_pre/314/mri/mwp1m36.nii,85.01%,B
/data/datasets/AIBL/AIBL_pre/314/mri/mwp1m54.nii,84.92%,B
/data/datasets/AIBL/AIBL_pre/315/mri/mwp1m54.nii,84.65%,B
/data/datasets/AIBL/AIBL_pre/316/mri/mwp1bl.nii,82.49%,B-
/data/datasets/AIBL/AIBL_pre/317/mri/mwp1m54.nii,84.72%,B
/data/datasets/AIBL/AIBL_pre/317/mri/mwp1m54.nii,84.67%,B
/data/datasets/AIBL/AIBL_pre/318/mri/mwp1bl.nii,84.64%,B
/data/datasets/AIBL/AIBL_pre/319/mri/mwp1bl.nii,82.42%,B-
/data/datasets/AIBL/AIBL_pre/326/mri/mwp1bl.nii,84.19%,B
/data/datasets/AIBL/AIBL_pre/329/mri/mwp1bl.nii,83.29%,B-
/data/datasets/AIBL/AIBL_pre/33/mri/mwp1bl.nii,83.72%,B
/data/datasets/AIBL/AIBL_pre/33/mri/mwp1m18.nii,83.68%,B
/data/datasets/AIBL/AIBL_pre/33/mri/mwp1m36.nii,82.48%,B-
/data/datasets/AIBL/AIBL_pre/33/mri/mwp1m54.nii,81.46%,B-
/data/datasets/AIBL/AIBL_pre/33/mri/mwp1m54.nii,83.44%,B
/data/datasets/AIBL/AIBL_pre/330/mri/mwp1bl.nii,81.52%,B-
/data/datasets/AIBL/AIBL_pre/331/mri/mwp1bl.nii,84.25%,B
/data/datasets/AIBL/AIBL_pre/331/mri/mwp1m18.nii,80.91%,B-
/data/datasets/AIBL/AIBL_pre/331/mri/mwp1m36.nii,82.15%,B-
/data/datasets/AIBL/AIBL_pre/332/mri/mwp1m18.nii,85.07%,B
/data/datasets/AIBL/AIBL_pre/335/mri/mwp1m54.nii,80.82%,B-
/data/datasets/AIBL/AIBL_pre/338/mri/mwp1bl.nii,82.15%,B-
/data/datasets/AIBL/AIBL_pre/342/mri/mwp1bl.nii,84.78%,B
/data/datasets/AIBL/AIBL_pre/342/mri/mwp1m36.nii,84.94%,B
/data/datasets/AIBL/AIBL_pre/342/mri/mwp1m54.nii,84.73%,B
/data/datasets/AIBL/AIBL_pre/342/mri/mwp1m54.nii,84.99%,B
/data/datasets/AIBL/AIBL_pre/355/mri/mwp1m18.nii,84.91%,B
/data/datasets/AIBL/AIBL_pre/357/mri/mwp1bl.nii,84.37%,B
/data/datasets/AIBL/AIBL_pre/357/mri/mwp1m18.nii,82.43%,B-
/data/datasets/AIBL/AIBL_pre/36/mri/mwp1bl.nii,83.84%,B
/data/datasets/AIBL/AIBL_pre/361/mri/mwp1bl.nii,82.96%,B-
/data/datasets/AIBL/AIBL_pre/362/mri/mwp1m54.nii,85.07%,B
/data/datasets/AIBL/AIBL_pre/363/mri/mwp1bl.nii,82.95%,B-
/data/datasets/AIBL/AIBL_pre/364/mri/mwp1bl.nii,84.66%,B
/data/datasets/AIBL/AIBL_pre/365/mri/mwp1bl.nii,84.47%,B
/data/datasets/AIBL/AIBL_pre/365/mri/mwp1m18.nii,84.41%,B
/data/datasets/AIBL/AIBL_pre/365/mri/mwp1m36.nii,83.98%,B
/data/datasets/AIBL/AIBL_pre/365/mri/mwp1m54.nii,84.13%,B
/data/datasets/AIBL/AIBL_pre/366/mri/mwp1bl.nii,84.85%,B
/data/datasets/AIBL/AIBL_pre/366/mri/mwp1m36.nii,84.20%,B
/data/datasets/AIBL/AIBL_pre/366/mri/mwp1m54.nii,84.60%,B
/data/datasets/AIBL/AIBL_pre/366/mri/mwp1m54.nii,84.31%,B
/data/datasets/AIBL/AIBL_pre/367/mri/mwp1bl.nii,83.52%,B
/data/datasets/AIBL/AIBL_pre/367/mri/mwp1m18.nii,83.87%,B
/data/datasets/AIBL/AIBL_pre/367/mri/mwp1m36.nii,84.36%,B
/data/datasets/AIBL/AIBL_pre/367/mri/mwp1m54.nii,83.58%,B
/data/datasets/AIBL/AIBL_pre/367/mri/mwp1m54.nii,84.47%,B
/data/datasets/AIBL/AIBL_pre/370/mri/mwp1bl.nii,84.13%,B
/data/datasets/AIBL/AIBL_pre/371/mri/mwp1bl.nii,83.97%,B
/data/datasets/AIBL/AIBL_pre/373/mri/mwp1bl.nii,85.02%,B
/data/datasets/AIBL/AIBL_pre/374/mri/mwp1m18.nii,84.63%,B
/data/datasets/AIBL/AIBL_pre/374/mri/mwp1m54.nii,84.02%,B
/data/datasets/AIBL/AIBL_pre/374/mri/mwp1m54.nii,82.77%,B-
/data/datasets/AIBL/AIBL_pre/378/mri/mwp1m18.nii,84.84%,B
/data/datasets/AIBL/AIBL_pre/379/mri/mwp1m18.nii,84.83%,B
/data/datasets/AIBL/AIBL_pre/379/mri/mwp1m36.nii,84.56%,B
/data/datasets/AIBL/AIBL_pre/379/mri/mwp1m54.nii,84.81%,B
/data/datasets/AIBL/AIBL_pre/379/mri/mwp1m54.nii,84.72%,B
/data/datasets/AIBL/AIBL_pre/38/mri/mwp1bl.nii,81.80%,B-
/data/datasets/AIBL/AIBL_pre/38/mri/mwp1m18.nii,82.00%,B-
/data/datasets/AIBL/AIBL_pre/38/mri/mwp1m36.nii,83.54%,B
/data/datasets/AIBL/AIBL_pre/38/mri/mwp1m54.nii,84.38%,B
/data/datasets/AIBL/AIBL_pre/38/mri/mwp1m54.nii,84.47%,B
/data/datasets/AIBL/AIBL_pre/380/mri/mwp1bl.nii,84.91%,B
/data/datasets/AIBL/AIBL_pre/380/mri/mwp1m18.nii,84.37%,B
/data/datasets/AIBL/AIBL_pre/380/mri/mwp1m36.nii,84.83%,B
/data/datasets/AIBL/AIBL_pre/382/mri/mwp1bl.nii,80.88%,B-
/data/datasets/AIBL/AIBL_pre/382/mri/mwp1m18.nii,82.52%,B-
/data/datasets/AIBL/AIBL_pre/39/mri/mwp1bl.nii,84.15%,B
/data/datasets/AIBL/AIBL_pre/39/mri/mwp1m18.nii,84.07%,B
/data/datasets/AIBL/AIBL_pre/39/mri/mwp1m36.nii,84.15%,B
/data/datasets/AIBL/AIBL_pre/39/mri/mwp1m54.nii,84.14%,B
/data/datasets/AIBL/AIBL_pre/39/mri/mwp1m54.nii,83.96%,B
/data/datasets/AIBL/AIBL_pre/390/mri/mwp1m54.nii,84.73%,B
/data/datasets/AIBL/AIBL_pre/393/mri/mwp1m18.nii,84.03%,B
/data/datasets/AIBL/AIBL_pre/398/mri/mwp1m18.nii,79.22%,C+
/data/datasets/AIBL/AIBL_pre/398/mri/mwp1m36.nii,78.69%,C+
/data/datasets/AIBL/AIBL_pre/398/mri/mwp1m54.nii,80.62%,B-
/data/datasets/AIBL/AIBL_pre/4/mri/mwp1bl.nii,84.90%,B
/data/datasets/AIBL/AIBL_pre/4/mri/mwp1m18.nii,84.67%,B
/data/datasets/AIBL/AIBL_pre/4/mri/mwp1m54.nii,84.03%,B
/data/datasets/AIBL/AIBL_pre/40/mri/mwp1bl.nii,84.83%,B
/data/datasets/AIBL/AIBL_pre/406/mri/mwp1m54.nii,84.92%,B
/data/datasets/AIBL/AIBL_pre/411/mri/mwp1m54.nii,83.34%,B
/data/datasets/AIBL/AIBL_pre/411/mri/mwp1m54.nii,81.69%,B-
/data/datasets/AIBL/AIBL_pre/413/mri/mwp1bl.nii,82.47%,B-
/data/datasets/AIBL/AIBL_pre/415/mri/mwp1bl.nii,84.42%,B
/data/datasets/AIBL/AIBL_pre/417/mri/mwp1bl.nii,84.81%,B
/data/datasets/AIBL/AIBL_pre/417/mri/mwp1m18.nii,84.48%,B
/data/datasets/AIBL/AIBL_pre/42/mri/mwp1bl.nii,84.27%,B
/data/datasets/AIBL/AIBL_pre/420/mri/mwp1bl.nii,84.99%,B
/data/datasets/AIBL/AIBL_pre/428/mri/mwp1bl.nii,82.45%,B-
/data/datasets/AIBL/AIBL_pre/43/mri/mwp1bl.nii,79.52%,C+
/data/datasets/AIBL/AIBL_pre/43/mri/mwp1m18.nii,77.58%,C+
/data/datasets/AIBL/AIBL_pre/43/mri/mwp1m36.nii,78.08%,C+
/data/datasets/AIBL/AIBL_pre/43/mri/mwp1m54.nii,74.30%,C
/data/datasets/AIBL/AIBL_pre/43/mri/mwp1m54.nii,80.75%,B-
/data/datasets/AIBL/AIBL_pre/430/mri/mwp1bl.nii,81.06%,B-
/data/datasets/AIBL/AIBL_pre/431/mri/mwp1bl.nii,77.05%,C+
/data/datasets/AIBL/AIBL_pre/431/mri/mwp1m18.nii,77.92%,C+
/data/datasets/AIBL/AIBL_pre/432/mri/mwp1bl.nii,76.71%,C+
/data/datasets/AIBL/AIBL_pre/432/mri/mwp1m18.nii,74.46%,C
/data/datasets/AIBL/AIBL_pre/434/mri/mwp1bl.nii,83.39%,B
/data/datasets/AIBL/AIBL_pre/438/mri/mwp1bl.nii,82.61%,B-
/data/datasets/AIBL/AIBL_pre/44/mri/mwp1bl.nii,84.93%,B
/data/datasets/AIBL/AIBL_pre/44/mri/mwp1m18.nii,84.96%,B
/data/datasets/AIBL/AIBL_pre/44/mri/mwp1m36.nii,84.75%,B
/data/datasets/AIBL/AIBL_pre/44/mri/mwp1m54.nii,84.86%,B
/data/datasets/AIBL/AIBL_pre/44/mri/mwp1m54.nii,84.96%,B
/data/datasets/AIBL/AIBL_pre/443/mri/mwp1bl.nii,84.01%,B
/data/datasets/AIBL/AIBL_pre/444/mri/mwp1m18.nii,84.14%,B
/data/datasets/AIBL/AIBL_pre/445/mri/mwp1bl.nii,84.82%,B
/data/datasets/AIBL/AIBL_pre/451/mri/mwp1bl.nii,83.50%,B
/data/datasets/AIBL/AIBL_pre/454/mri/mwp1bl.nii,79.06%,C+
/data/datasets/AIBL/AIBL_pre/46/mri/mwp1bl.nii,84.81%,B
/data/datasets/AIBL/AIBL_pre/463/mri/mwp1bl.nii,85.07%,B
/data/datasets/AIBL/AIBL_pre/464/mri/mwp1bl.nii,85.61%,B
/data/datasets/AIBL/AIBL_pre/467/mri/mwp1m18.nii,84.18%,B
/data/datasets/AIBL/AIBL_pre/467/mri/mwp1m36.nii,83.24%,B-
/data/datasets/AIBL/AIBL_pre/467/mri/mwp1m54.nii,83.46%,B
/data/datasets/AIBL/AIBL_pre/467/mri/mwp1m54.nii,83.13%,B-
/data/datasets/AIBL/AIBL_pre/47/mri/mwp1bl.nii,82.25%,B-
/data/datasets/AIBL/AIBL_pre/475/mri/mwp1bl.nii,84.84%,B
/data/datasets/AIBL/AIBL_pre/478/mri/mwp1bl.nii,84.76%,B
/data/datasets/AIBL/AIBL_pre/482/mri/mwp1m54.nii,84.83%,B
/data/datasets/AIBL/AIBL_pre/483/mri/mwp1bl.nii,82.01%,B-
/data/datasets/AIBL/AIBL_pre/483/mri/mwp1m18.nii,79.49%,C+
/data/datasets/AIBL/AIBL_pre/483/mri/mwp1m36.nii,81.40%,B-
/data/datasets/AIBL/AIBL_pre/483/mri/mwp1m54.nii,77.11%,C+
/data/datasets/AIBL/AIBL_pre/483/mri/mwp1m54.nii,79.71%,C+
/data/datasets/AIBL/AIBL_pre/484/mri/mwp1bl.nii,85.03%,B
/data/datasets/AIBL/AIBL_pre/484/mri/mwp1m18.nii,84.84%,B
/data/datasets/AIBL/AIBL_pre/487/mri/mwp1bl.nii,84.12%,B
/data/datasets/AIBL/AIBL_pre/488/mri/mwp1bl.nii,84.30%,B
/data/datasets/AIBL/AIBL_pre/493/mri/mwp1bl.nii,83.25%,B-
/data/datasets/AIBL/AIBL_pre/494/mri/mwp1bl.nii,84.86%,B
/data/datasets/AIBL/AIBL_pre/495/mri/mwp1bl.nii,83.86%,B
/data/datasets/AIBL/AIBL_pre/496/mri/mwp1bl.nii,83.04%,B-
/data/datasets/AIBL/AIBL_pre/498/mri/mwp1bl.nii,85.23%,B
/data/datasets/AIBL/AIBL_pre/498/mri/mwp1m18.nii,85.18%,B
/data/datasets/AIBL/AIBL_pre/498/mri/mwp1m36.nii,85.19%,B
/data/datasets/AIBL/AIBL_pre/498/mri/mwp1m54.nii,79.58%,C+
/data/datasets/AIBL/AIBL_pre/498/mri/mwp1m54.nii,85.17%,B
/data/datasets/AIBL/AIBL_pre/5/mri/mwp1bl.nii,83.23%,B-
/data/datasets/AIBL/AIBL_pre/5/mri/mwp1m18.nii,83.98%,B
/data/datasets/AIBL/AIBL_pre/5/mri/mwp1m36.nii,82.73%,B-
/data/datasets/AIBL/AIBL_pre/5/mri/mwp1m54.nii,83.86%,B
/data/datasets/AIBL/AIBL_pre/50/mri/mwp1bl.nii,84.43%,B
/data/datasets/AIBL/AIBL_pre/50/mri/mwp1m18.nii,84.56%,B
/data/datasets/AIBL/AIBL_pre/50/mri/mwp1m36.nii,84.25%,B
/data/datasets/AIBL/AIBL_pre/50/mri/mwp1m54.nii,84.11%,B
/data/datasets/AIBL/AIBL_pre/500/mri/mwp1bl.nii,83.06%,B-
/data/datasets/AIBL/AIBL_pre/500/mri/mwp1m18.nii,84.40%,B
/data/datasets/AIBL/AIBL_pre/501/mri/mwp1bl.nii,80.80%,B-
/data/datasets/AIBL/AIBL_pre/51/mri/mwp1bl.nii,84.42%,B
/data/datasets/AIBL/AIBL_pre/51/mri/mwp1m18.nii,83.96%,B
/data/datasets/AIBL/AIBL_pre/516/mri/mwp1bl.nii,85.01%,B
/data/datasets/AIBL/AIBL_pre/516/mri/mwp1m18.nii,84.83%,B
/data/datasets/AIBL/AIBL_pre/516/mri/mwp1m36.nii,85.03%,B
/data/datasets/AIBL/AIBL_pre/516/mri/mwp1m54.nii,84.91%,B
/data/datasets/AIBL/AIBL_pre/518/mri/mwp1m54.nii,85.11%,B
/data/datasets/AIBL/AIBL_pre/518/mri/mwp1m54.nii,85.24%,B
/data/datasets/AIBL/AIBL_pre/519/mri/mwp1bl.nii,85.30%,B
/data/datasets/AIBL/AIBL_pre/52/mri/mwp1bl.nii,84.71%,B
/data/datasets/AIBL/AIBL_pre/52/mri/mwp1m18.nii,83.40%,B
/data/datasets/AIBL/AIBL_pre/52/mri/mwp1m36.nii,84.41%,B
/data/datasets/AIBL/AIBL_pre/52/mri/mwp1m54.nii,82.36%,B-
/data/datasets/AIBL/AIBL_pre/52/mri/mwp1m54.nii,83.66%,B
/data/datasets/AIBL/AIBL_pre/520/mri/mwp1bl.nii,84.46%,B
/data/datasets/AIBL/AIBL_pre/523/mri/mwp1bl.nii,84.12%,B
/data/datasets/AIBL/AIBL_pre/527/mri/mwp1m54.nii,83.58%,B
/data/datasets/AIBL/AIBL_pre/527/mri/mwp1m54.nii,84.48%,B
/data/datasets/AIBL/AIBL_pre/528/mri/mwp1m54.nii,85.02%,B
/data/datasets/AIBL/AIBL_pre/528/mri/mwp1m54.nii,85.06%,B
